"owner.dist","shop_ID"
3.50358612914987,"AD_100"
4.53793139650414,"AD_100"
7.39665266716156,"AD_100"
3.076722349911,"AD_100"
6.41621068127203,"AD_100"
2.90763020019095,"AD_100"
10.1582661221763,"AD_100"
7.4934439643579,"AD_100"
14.1676317374126,"AD_100"
3.44546251572911,"AD_100"
2.89970821090559,"AD_100"
3.97916053043633,"AD_100"
9.80526468851805,"AD_100"
4.54126024416691,"AD_100"
0.798178325947075,"AD_100"
5.53490126983229,"AD_100"
5.28175177376486,"AD_100"
3.79791486353075,"AD_100"
0.633141906378607,"AD_100"
5.7316166726938,"AD_100"
9.54359571376627,"AD_100"
3.14793621271592,"AD_100"
0.942053697673594,"AD_100"
8.02179771519034,"AD_100"
3.43132892727801,"AD_100"
2.71719401606053,"AD_100"
3.74766292064422,"AD_100"
10.0952231673253,"AD_100"
0.596413901564413,"AD_100"
3.71033049082141,"AD_100"
2.17070849367995,"AD_100"
2.70330302206373,"AD_100"
14.4066780900013,"AD_100"
2.73942631883028,"AD_100"
7.39386024352151,"AD_100"
2.92992505031959,"AD_100"
7.06541246614902,"AD_100"
10.64096884687,"AD_100"
2.63030545973831,"AD_100"
5.75969577502075,"AD_100"
5.1242490911974,"AD_100"
1.7871152786841,"AD_100"
13.9714000783969,"AD_100"
2.87247580353743,"AD_100"
0.834666903239757,"AD_100"
1.59632437241872,"AD_100"
3.92420773580981,"AD_100"
1.26543327044586,"AD_100"
3.90502771895883,"AD_100"
0.776121253179097,"AD_100"
1.51777953274484,"AD_100"
14.4428309555242,"AD_100"
14.6230227693478,"AD_100"
0.915906789209457,"AD_100"
7.20989677529953,"AD_100"
8.66748010142382,"AD_100"
3.74183681928355,"AD_100"
NA,"AD_100"
8.78317604334216,"AD_100"
2.81323942820849,"AD_100"
2.6191468040244,"AD_100"
1.84239342552304,"AD_100"
2.96966085067123,"AD_100"
10.4741841914158,"AD_100"
2.32528846411256,"AD_100"
4.50330782957037,"AD_100"
7.40085774130155,"AD_100"
3.12292810642664,"AD_100"
10.5303011160645,"AD_100"
3.20429219495421,"AD_100"
2.94486163512269,"AD_100"
3.29525639939768,"AD_100"
3.16453077174818,"AD_100"
2.68800581944266,"AD_100"
0.740318413640828,"AD_100"
3.27352382728069,"AD_100"
3.33412444348829,"AD_100"
8.7377706099572,"AD_100"
1.12219998928278,"AD_100"
3.72578897756886,"AD_100"
3.67320551689157,"AD_100"
3.36367299565691,"AD_100"
2.33107576103807,"AD_100"
4.19852165005549,"AD_100"
4.97290046739576,"AD_100"
7.06827717840646,"AD_100"
8.50485979655318,"AD_100"
9.93909815265586,"AD_100"
3.73120232629685,"AD_100"
1.61479355151291,"AD_100"
9.90637408772781,"AD_100"
4.01082484913383,"AD_100"
4.16261934173848,"AD_100"
1.42094594670337,"AD_100"
0.668617861071981,"AD_100"
4.06440480400745,"AD_100"
14.0675851764436,"AD_100"
10.650119134537,"AD_100"
3.21773228556254,"AD_100"
10.4028995115455,"AD_100"
10.5246114143078,"AD_100"
4.2948575437675,"AD_100"
0.843259094952271,"AD_100"
2.78070574360333,"AD_100"
3.35231426957257,"AD_100"
2.72823903141751,"AD_100"
